//count	open, close ...
1	114,51
1	115,57
1	116,76
1	117,82
1	131,128
1	130,129
1	601,600
1	10736,10730
1	10737,10731
1	10738,10732
1	10739,10733
1	10751,10749
1	13174,13183
1	13177,13184
1	13180,13185
1	13187,13188

2	249,247	250,248
2	285,283	286,284
2	360,338	361,339
2	360,340	361,341
2	372,342	373,343
2	370,344	371,345
2	368,346	369,347
2	370,348	371,349
2	376,350	377,351
2	374,352	375,353
2	366,354	367,355
2	362,356	363,357
2	364,358	365,359
2	378,394	379,395
2	380,487	381,488
2	790,783	791,784
2	2594,2598	2595,2599
2	8676,8764	8677,8765
2	2241,2269	2242,2270
2	2243,2271	2244,2272
2	2245,2273	2246,2274
2	2247,2275	2248,2276
2	2249,2277	2250,2278
2	2251,2279	2252,2280
2	2253,2281	2254,2282
2	2255,2283	2256,2284
2	2257,2285	2258,2286
2	2259,2287	2260,2288
2	2261,2289	2262,2290
2	2263,2291	2264,2292
2	2265,2293	2266,2294
2	2267,2295	2268,2296
2	2594,2598	2595,2599
2	2875,2873	2876,2874
2	2885,2883	2886,2884
2	2900,2896	2901,2897
2	2902,2898	2903,2899
2	2921,2917	2922,2918
2	2923,2919	2924,2920
2	3084,3086	3085,3087
2	3080,3088	3081,3089
2	3189,3187	3190,3188
2	3182,3180	3183,3181
2	3199,3195	3200,3196
2	3201,3197	3202,3198
2	3901,3893	3902,3894
2	3903,3895	3904,3896
2	3905,3897	3906,3898
2	3907,3899	3908,3990
2	4075,4059	4076,4060
2	4077,4061	4078,4062
2	4079,4063	4080,4064
2	4081,4065	4082,4066
2	4083,4067	4084,4068
2	4085,4069	4086,4070
2	4087,4071	4088,4072
2	4089,4073	4090,4074
2	4106,4102	4107,4103
2	4117,4109	4118,4110
2	4119,4111	4120,4112
2	4121,4113	4122,4114
2	4123,4115	4124,4116
2	4161,4159	4162,4160
2	4173,4171	4174,4172
2	4231,4229	4232,4230
2	4235,4233	4236,4234
2	4239,4237	4240,4238
2	4243,4241	4244,4242
2	4247,4245	4248,4246
2	4251,4249	4252,4250
2	4308,4303	4309,4304
2	4318,4313	4319,4314
2	4328,4323	4329,4324
2	4338,4333	4339,4334
2	4442,4440	4443,4441
2	4471,4467	4472,4468
2	4482,4474	4483,4475
2	4484,4476	4485,4477
2	4486,4478	4487,4479
2	4488,4480	4489,4481
2	4601,4595	4602,4596
2	4615,4607	4616,4608
2	4617,4613	4618,4614
2	4629,4623	4630,4624
2	5271,5269	5272,5270
2	5318,5316	5319,5317
2	5471,5464	5472,5465
2	5483,5477	5484,5478
2	5509,5503	5510,5504
2	5515,5512	5516,5513
2	5572,5574	5573,5575
2	5578,5576	5579,5577
2	5582,5580	5583,5581
2	5595,5593	5596,5594
2	5599,5597	5600,5598
2	6247,6232	6248,6233
2	6285,6271	6286,6272
2	6342,6336	6343,6337
