//이동전맵번호	이동전x	이동전y	이동후맵번호	이동후x	이동후y	최소레벨	최대레벨
//이동전맵번호	이동전x	이동전y	스크립트이름	최소레벨	최대레벨
//이동전맵번호	이동전x	이동전y	월드맵번호	구간번호
===========================================================
 기타
-----------------------------------------------------------
//진원관
000022	87	147	@진원관입구	99	99
000022	88	147	@진원관입구	99	99
012166	8	19	000022	87	148	99	99
012166	9	19	000022	87	148	99	99
012166	10	19	000022	88	148	99	99
012166	11	19	000022	88	148	99	99
012166	8	0	@진원관선택	99	99
012166	9	0	@진원관선택	99	99
012166	10	0	@진원관선택	99	99
012166	11	0	@진원관선택	99	99
012167	8	39	012166	8	1	99	99
012167	9	39	012166	9	1	99	99
012167	10	39	012166	10	1	99	99
012167	11	39	012166	11	1	99	99
012167	8	0	012168	13	28	99	99
012167	9	0	012168	14	28	99	99
012167	10	0	012168	15	28	99	99
012167	11	0	012168	16	28	99	99
012168	13	29	012167	8	1	99	99
012168	14	29	012167	9	1	99	99
012168	15	29	012167	10	1	99	99
012168	16	29	012167	11	1	99	99
012168	29	6	012169	1	7	99	99
012168	29	7	012169	1	8	99	99
012168	29	8	012169	1	9	99	99
012168	29	9	012169	1	10	99	99
012169	0	7	012168	28	6	99	99
012169	0	8	012168	28	7	99	99
012169	0	9	012168	28	8	99	99
012169	0	10	012168	28	9	99	99
012169	13	29	012170	5	1	99	99
012169	14	29	012170	6	1	99	99
012169	15	29	012170	7	1	99	99
012169	16	29	012170	8	1	99	99
012170	8	0	012169	13	28	99	99
012170	9	0	012169	14	28	99	99
012170	10	0	012169	15	28	99	99
012170	11	0	012169	16	28	99	99
012170	29	18	012171	1	19	99	99
012170	29	19	012171	1	20	99	99
012170	29	20	012171	1	21	99	99
012170	29	21	012171	1	22	99	99
012171	0	19	012170	28	18	99	99
012171	0	20	012170	28	19	99	99
012171	0	21	012170	28	20	99	99
012171	0	22	012170	28	21	99	99
012171	19	0	012172	3	18	99	99
012171	20	0	012172	4	18	99	99
012171	21	0	012172	5	18	99	99
012171	22	0	012172	6	18	99	99
012172	3	19	012171	19	1	99	99
012172	4	19	012171	20	1	99	99
012172	5	19	012171	21	1	99	99
012172	6	19	012171	22	1	99	99
012172	33	0	012173	12	28	99	99
012172	34	0	012173	13	28	99	99
012172	35	0	012173	14	28	99	99
012172	36	0	012173	15	28	99	99
012173	12	29	012172	33	1	99	99
012173	13	29	012172	34	1	99	99
012173	14	29	012172	35	1	99	99
012173	15	29	012172	36	1	99	99
012173	12	0	012174	19	38	99	99
012173	13	0	012174	20	38	99	99
012173	14	0	012174	21	38	99	99
012173	15	0	012174	22	38	99	99
012174	19	39	012173	12	1	99	99
012174	20	39	012173	13	1	99	99
012174	21	39	012173	14	1	99	99
012174	22	39	012173	15	1	99	99
012174	19	7	012166	8	12	99	99
012174	20	7	012166	9	12	99	99
012174	21	7	012166	10	12	99	99
012174	22	7	012166	11	12	99	99


//진원관2지

012267	8	39	012166	8	1	99	99
012267	9	39	012166	9	1	99	99
012267	10	39	012166	10	1	99	99
012267	11	39	012166	11	1	99	99
012267	8	0	012268	13	28	99	99
012267	9	0	012268	14	28	99	99
012267	10	0	012268	15	28	99	99
012267	11	0	012268	16	28	99	99
012268	13	29	012267	8	1	99	99
012268	14	29	012267	9	1	99	99
012268	15	29	012267	10	1	99	99
012268	16	29	012267	11	1	99	99
012268	29	6	012269	1	7	99	99
012268	29	7	012269	1	8	99	99
012268	29	8	012269	1	9	99	99
012268	29	9	012269	1	10	99	99
012269	0	7	012268	28	6	99	99
012269	0	8	012268	28	7	99	99
012269	0	9	012268	28	8	99	99
012269	0	10	012268	28	9	99	99
012269	13	29	012270	5	1	99	99
012269	14	29	012270	6	1	99	99
012269	15	29	012270	7	1	99	99
012269	16	29	012270	8	1	99	99
012270	8	0	012269	13	28	99	99
012270	9	0	012269	14	28	99	99
012270	10	0	012269	15	28	99	99
012270	11	0	012269	16	28	99	99
012270	29	18	012271	1	19	99	99
012270	29	19	012271	1	20	99	99
012270	29	20	012271	1	21	99	99
012270	29	21	012271	1	22	99	99
012271	0	19	012270	28	18	99	99
012271	0	20	012270	28	19	99	99
012271	0	21	012270	28	20	99	99
012271	0	22	012270	28	21	99	99
012271	19	0	012272	3	18	99	99
012271	20	0	012272	4	18	99	99
012271	21	0	012272	5	18	99	99
012271	22	0	012272	6	18	99	99
012272	3	19	012271	19	1	99	99
012272	4	19	012271	20	1	99	99
012272	5	19	012271	21	1	99	99
012272	6	19	012271	22	1	99	99
012272	33	0	012273	12	28	99	99
012272	34	0	012273	13	28	99	99
012272	35	0	012273	14	28	99	99
012272	36	0	012273	15	28	99	99
012273	12	29	012272	33	1	99	99
012273	13	29	012272	34	1	99	99
012273	14	29	012272	35	1	99	99
012273	15	29	012272	36	1	99	99
012273	12	0	012274	19	38	99	99
012273	13	0	012274	20	38	99	99
012273	14	0	012274	21	38	99	99
012273	15	0	012274	22	38	99	99
012274	19	39	012273	12	1	99	99
012274	20	39	012273	13	1	99	99
012274	21	39	012273	14	1	99	99
012274	22	39	012273	15	1	99	99
012274	19	7	012166	8	12	99	99
012274	20	7	012166	9	12	99	99
012274	21	7	012166	10	12	99	99
012274	22	7	012166	11	12	99	99


//진원관 3지

012367	8	39	012166	8	1	99	99
012367	9	39	012166	9	1	99	99
012367	10	39	012166	10	1	99	99
012367	11	39	012166	11	1	99	99
012367	8	0	012368	13	28	99	99
012367	9	0	012368	14	28	99	99
012367	10	0	012368	15	28	99	99
012367	11	0	012368	16	28	99	99
012368	13	29	012367	8	1	99	99
012368	14	29	012367	9	1	99	99
012368	15	29	012367	10	1	99	99
012368	16	29	012367	11	1	99	99
012368	29	6	012369	1	7	99	99
012368	29	7	012369	1	8	99	99
012368	29	8	012369	1	9	99	99
012368	29	9	012369	1	10	99	99
012369	0	7	012368	28	6	99	99
012369	0	8	012368	28	7	99	99
012369	0	9	012368	28	8	99	99
012369	0	10	012368	28	9	99	99
012369	13	29	012370	5	1	99	99
012369	14	29	012370	6	1	99	99
012369	15	29	012370	7	1	99	99
012369	16	29	012370	8	1	99	99
012370	8	0	012369	13	28	99	99
012370	9	0	012369	14	28	99	99
012370	10	0	012369	15	28	99	99
012370	11	0	012369	16	28	99	99
012370	29	18	012371	1	19	99	99
012370	29	19	012371	1	20	99	99
012370	29	20	012371	1	21	99	99
012370	29	21	012371	1	22	99	99
012371	0	19	012370	28	18	99	99
012371	0	20	012370	28	19	99	99
012371	0	21	012370	28	20	99	99
012371	0	22	012370	28	21	99	99
012371	19	0	012372	3	18	99	99
012371	20	0	012372	4	18	99	99
012371	21	0	012372	5	18	99	99
012371	22	0	012372	6	18	99	99
012372	3	19	012371	19	1	99	99
012372	4	19	012371	20	1	99	99
012372	5	19	012371	21	1	99	99
012372	6	19	012371	22	1	99	99
012372	33	0	012173	12	28	99	99
