//¸÷	 ¸Ê¹øÈ£	 x0	 x1	 y0	 y1	 Á¨µÉ°³¼ö	 ¸®Á¨½Ã°£	
//½Å¼öÀÇÁ¦´Ü								
60018	11012	16	16	16	16	1	600	20


//¹éµÎÃÌ
//ÆÈ¿äÀÇµ¿±¼
//ÀÏ¿äÀÇµ¿±¼
1550	46191	1	39	1	39	20	930	20
1550	46192	1	29	1	29	15	930	20
1550	46193	1	29	1	39	18	930	20
1550	46194	1	39	1	39	20	930	20
1550	46195	1	29	1	29	18	930	20
1550	46196	1	39	1	39	20	930	20
1550	46197	1	29	1	29	15	930	20
1550	46198	1	29	1	39	18	930	20
1550	46199	1	29	1	29	15	930	20
1550	46200	1	29	1	29	15	930	20


//¿ù¿äÀÇµ¿±¼
1551	46131	1	39	1	39	20	930	20
1551	46132	1	29	1	29	15	930	20
1551	46133	1	29	1	39	18	930	20
1551	46134	1	39	1	39	20	930	20
1551	46135	1	29	1	29	18	930	20
1551	46136	1	39	1	39	20	930	20
1551	46137	1	29	1	29	15	930	20
1551	46138	1	29	1	39	18	930	20
1551	46139	1	29	1	29	15	930	20
1551	46140	1	29	1	29	15	930	20


//È­¿äÀÇµ¿±¼
1552	46141	1	39	1	39	20	930	20
1552	46142	1	29	1	29	15	930	20
1552	46143	1	29	1	39	18	930	20
1552	46144	1	39	1	39	20	930	20
1552	46145	1	29	1	29	18	930	20
1552	46146	1	39	1	39	20	930	20
1552	46147	1	29	1	29	15	930	20
1552	46148	1	29	1	39	18	930	20
1552	46149	1	29	1	29	15	930	20
1552	46150	1	29	1	29	15	930	20

//¼ö¿äÀÇµ¿±¼
1553	46151	1	39	1	39	20	930	20
1553	46152	1	29	1	29	15	930	20
1553	46153	1	29	1	39	18	930	20
1553	46154	1	39	1	39	20	930	20
1553	46155	1	29	1	29	18	930	20
1553	46156	1	39	1	39	20	930	20
1553	46157	1	29	1	29	15	930	20
1553	46158	1	29	1	39	18	930	20
1553	46159	1	29	1	29	15	930	20
1553	46160	1	29	1	29	15	930	20

//¸ñ¿äÀÇµ¿±¼
1554	46161	1	39	1	39	20	930	20
1554	46162	1	29	1	29	15	930	20
1554	46163	1	29	1	39	18	930	20
1554	46164	1	39	1	39	20	930	20
1554	46165	1	29	1	29	18	930	20
1554	46166	1	39	1	39	20	930	20
1554	46167	1	29	1	29	15	930	20
1554	46168	1	29	1	39	18	930	20
1554	46169	1	29	1	29	15	930	20
1554	46160	1	29	1	29	15	930	20

//±Ý¿äÀÇµ¿±¼
1555	46171	1	39	1	39	20	930	20
1555	46172	1	29	1	29	15	930	20
1555	46173	1	29	1	39	18	930	20
1555	46174	1	39	1	39	20	930	20
1555	46175	1	29	1	29	18	930	20
1555	46176	1	39	1	39	20	930	20
1555	46177	1	29	1	29	15	930	20
1555	46178	1	29	1	39	18	930	20
1555	46179	1	29	1	29	15	930	20
1555	46180	1	29	1	29	15	930	20

//Åä¿äÀÇµ¿±¼
1556	46181	1	39	1	39	20	930	20
1556	46182	1	29	1	29	15	930	20
1556	46183	1	29	1	39	18	930	20
1556	46184	1	39	1	39	20	930	20
1556	46185	1	29	1	29	18	930	20
1556	46186	1	39	1	39	20	930	20
1556	46187	1	29	1	29	15	930	20
1556	46188	1	29	1	39	18	930	20
1556	46189	1	29	1	29	15	930	20
1556	46190	1	29	1	29	15	930	20



//ÆÈ¿äÀÇµ¿±¼¿¡¼­ ³ª¿À´Â ¿Â°® Á¤·Éµé.....
//ÀÏ¿äÀÇµ¿±¼
1550	46201	1	39	1	39	4	1830	20
1550	46202	1	29	1	29	3	1830	20
1550	46203	1	29	1	39	3	1830	20
1550	46204	1	39	1	39	4	1830	20
1550	46205	1	29	1	29	3	1830	20
1550	46206	1	39	1	39	4	1830	20
1550	46207	1	29	1	29	3	1830	20
1550	46208	1	29	1	39	3	1830	20
1550	46209	1	29	1	29	3	1830	20
1550	46210	1	29	1	29	3	1830	20
//¿ù¿äÀÇµ¿±¼                                
1551	46201	1	39	1	39	4	1830	20
1551	46202	1	29	1	29	3	1830	20
1551	46203	1	29	1	39	3	1830	20
1551	46204	1	39	1	39	4	1830	20
1551	46205	1	29	1	29	3	1830	20
1551	46206	1	39	1	39	4	1830	20
1551	46207	1	29	1	29	3	1830	20
1551	46208	1	29	1	39	3	1830	20
1551	46209	1	29	1	29	3	1830	20
1551	46210	1	29	1	29	3	1830	20
//È­¿äÀÇµ¿±¼                                
1552	46201	1	39	1	39	4	1830	20
1552	46202	1	29	1	29	3	1830	20
1552	46203	1	29	1	39	3	1830	20
1552	46204	1	39	1	39	4	1830	20
1552	46205	1	29	1	29	3	1830	20
1552	46206	1	39	1	39	4	1830	20
1552	46207	1	29	1	29	3	1830	20
1552	46208	1	29	1	39	3	1830	20
1552	46209	1	29	1	29	3	1830	20
1552	46210	1	29	1	29	3	1830	20
//¼ö¿äÀÇµ¿±¼                                
1553	46201	1	39	1	39	4	1830	20
1553	46202	1	29	1	29	3	1830	20
1553	46203	1	29	1	39	3	1830	20
1553	46204	1	39	1	39	4	1830	20
1553	46205	1	29	1	29	3	1830	20
1553	46206	1	39	1	39	4	1830	20
1553	46207	1	29	1	29	3	1830	20
1553	46208	1	29	1	39	3	1830	20
1553	46209	1	29	1	29	3	1830	20
1553	46210	1	29	1	29	3	1830	20
//¸ñ¿äÀÇµ¿±¼                                
1554	46201	1	39	1	39	4	1830	20
1554	46202	1	29	1	29	3	1830	20
1554	46203	1	29	1	39	3	1830	20
1554	46204	1	39	1	39	4	1830	20
1554	46205	1	29	1	29	3	1830	20
1554	46206	1	39	1	39	4	1830	20
1554	46207	1	29	1	29	3	1830	20
1554	46208	1	29	1	39	3	1830	20
1554	46209	1	29	1	29	3	1830	20
1554	46210	1	29	1	29	3	1830	20
//±Ý¿äÀÇµ¿±¼                                
1555	46201	1	39	1	39	4	1830	20
1555	46202	1	29	1	29	3	1830	20
1555	46203	1	29	1	39	3	1830	20
1555	46204	1	39	1	39	4	1830	20
1555	46205	1	29	1	29	3	1830	20
1555	46206	1	39	1	39	4	1830	20
1555	46207	1	29	1	29	3	1830	20
1555	46208	1	29	1	39	3	1830	20
1555	46209	1	29	1	29	3	1830	20
1555	46210	1	29	1	29	3	1830	20
//Åä¿äÀÇµ¿±¼                                
1556	46201	1	39	1	39	4	1830	20
1556	46202	1	29	1	29	3	1830	20
1556	46203	1	29	1	39	3	1830	20
1556	46204	1	39	1	39	4	1830	20
1556	46205	1	29	1	29	3	1830	20
1556	46206	1	39	1	39	4	1830	20
1556	46207	1	29	1	29	3	1830	20
1556	46208	1	29	1	39	3	1830	20
1556	46209	1	29	1	29	3	1830	20
1556	46210	1	29	1	29	3	1830	20
//ÆÈ¿äÀÇµ¿±¼                                
1557	46201	1	39	1	39	12	1830	20
1557	46202	1	29	1	29	9	1830	20
1557	46203	1	29	1	39	9	1830	20
1557	46204	1	39	1	39	12	1830	20
1557	46205	1	29	1	29	9	1830	20
1557	46206	1	39	1	39	12	1830	20
1557	46207	1	29	1	29	9	1830	20
1557	46208	1	29	1	39	9	1830	20
1557	46209	1	29	1	29	9	1830	20
1557	46210	1	29	1	29	9	1830	20




//¹éµÎÃÌ
//¹éµÎÃÌ-´ë°¢ºÀ
1500	46020	1	19	1	19	5	1200	20
1501	46020	1	19	1	19	5	1200	20
1500	46021	1	19	1	29	5	1200	20
1501	46021	1	19	1	29	5	1200	20
1500	46022	1	19	1	19	5	1200	20
1501	46022	1	19	1	19	5	1200	20
1500	46023	1	19	1	19	5	1200	20
1501	46023	1	19	1	19	5	1200	20
1500	46024	1	19	1	19	5	1200	20
1501	46024	1	19	1	19	5	1200	20
1500	46025	1	19	1	29	5	1200	20
1501	46025	1	19	1	29	5	1200	20
1502	46025	1	19	1	29	1	1200	20
1500	46026	1	29	1	19	5	1200	20
1501	46026	1	29	1	19	5	1200	20
1502	46026	1	29	1	19	1	1200	20
1500	46027	1	19	1	19	5	1200	20
1501	46027	1	19	1	19	5	1200	20
1502	46027	1	19	1	19	1	1200	20
1500	46028	1	19	1	19	5	1200	20
1501	46028	1	19	1	19	5	1200	20
1502	46028	1	19	1	19	1	1200	20


//¹éµÎÃÌ-¼Ò¿¬ÁöºÀ								
1505	46030	1	19	1	19	5	1200	20
1506	46030	1	19	1	19	5	1200	20
1505	46031	1	19	1	19	5	1200	20
1506	46031	1	19	1	19	5	1200	20
1505	46032	1	19	1	19	5	1200	20
1506	46032	1	19	1	19	5	1200	20
1505	46033	1	19	1	19	5	1200	20
1506	46033	1	19	1	19	5	1200	20
1505	46034	1	19	1	19	5	1200	20
1506	46034	1	19	1	19	5	1200	20
1505	46035	1	19	1	19	5	1200	20
1506	46035	1	19	1	19	5	1200	20
1507	46035	1	19	1	19	1	1200	20
1505	46036	1	19	1	19	5	1200	20
1506	46036	1	19	1	19	5	1200	20
1507	46036	1	19	1	19	1	1200	20
1505	46037	1	19	1	19	5	1200	20
1506	46037	1	19	1	19	5	1200	20
1507	46037	1	19	1	19	1	1200	20
1505	46038	1	19	1	19	5	1200	20
1506	46038	1	19	1	19	5	1200	20
1507	46038	1	19	1	19	1	1200	20
//¹éµÎÃÌ - ´ë¿¬ÁöºÀ								
1510	46040	1	19	1	19	5	1200	20
1511	46040	1	19	1	19	5	1200	20
1510	46041	1	19	1	19	5	1200	20
1511	46041	1	19	1	19	5	1200	20
1510	46042	1	19	1	19	5	1200	20
1511	46042	1	19	1	19	5	1200	20
1510	46043	1	19	1	29	5	1200	20
1511	46043	1	19	1	29	5	1200	20
1510	46044	1	19	1	19	5	1200	20
1511	46044	1	19	1	19	5	1200	20
1510	46045	1	19	1	19	5	1200	20
1511	46045	1	19	1	19	5	1200	20
1512	46045	1	19	1	19	1	1200	20
1510	46046	1	19	1	19	5	1200	20
1511	46046	1	19	1	19	5	1200	20
1512	46046	1	19	1	19	1	1200	20
1510	46047	1	19	1	29	5	1200	20
1511	46047	1	19	1	29	5	1200	20
1512	46047	1	19	1	29	1	1200	20
1510	46048	1	19	1	19	5	1200	20
1511	46048	1	19	1	19	5	1200	20
1512	46048	1	19	1	19	1	1200	20
//¹éµÎÃÌ - Ã»¼®ºÀ								
1515	46050	1	19	1	19	5	1200	20
1516	46050	1	19	1	19	5	1200	20
1515	46051	1	29	1	19	5	1200	20
1516	46051	1	29	1	19	5	1200	20
1515	46052	1	19	1	19	5	1200	20
1516	46052	1	19	1	19	5	1200	20
1515	46053	1	19	1	19	5	1200	20
1516	46053	1	19	1	19	5	1200	20
1515	46054	1	19	1	19	5	1200	20
1516	46054	1	19	1	19	5	1200	20
1515	46055	1	29	1	19	5	1200	20
1516	46055	1	29	1	19	5	1200	20
1517	46055	1	29	1	19	1	1200	20
1515	46056	1	29	1	19	5	1200	20
1516	46056	1	29	1	19	5	1200	20
1517	46056	1	29	1	19	1	1200	20
1515	46057	1	29	1	19	5	1200	20
1516	46057	1	29	1	19	5	1200	20
1517	46057	1	29	1	19	1	1200	20
1515	46058	1	29	1	19	5	1200	20
1516	46058	1	29	1	19	5	1200	20
1517	46058	1	29	1	19	1	1200	20
//¹éµÎÃÌ - ¹é¿îºÀ								
1520	46060	1	19	1	19	5	1200	20
1521	46060	1	19	1	19	5	1200	20
1520	46061	1	29	1	19	5	1200	20
1521	46061	1	29	1	19	5	1200	20
1520	46062	1	19	1	19	5	1200	20
1521	46062	1	19	1	19	5	1200	20
1520	46063	1	19	1	19	5	1200	20
1521	46063	1	19	1	19	5	1200	20
1520	46064	1	29	1	19	5	1200	20
1521	46064	1	29	1	19	5	1200	20
1520	46065	1	19	1	19	5	1200	20
1521	46065	1	19	1	19	5	1200	20
1522	46065	1	19	1	19	5	1200	20
1520	46066	1	29	1	19	5	1200	20
1521	46066	1	29	1	19	5	1200	20
1522	46066	1	19	1	19	5	1200	20
1520	46067	1	19	1	19	5	1200	20
1521	46067	1	19	1	19	5	1200	20
1522	46067	1	19	1	19	5	1200	20
1520	46068	1	19	1	19	5	1200	20
1521	46068	1	19	1	19	5	1200	20
1522	46068	1	19	1	19	5	1200	20
//¹éµÎÃÌ - ³ì¸íºÀ								
1525	46070	1	19	1	19	5	1200	20
1526	46070	1	19	1	19	5	1200	20
1525	46071	1	39	1	19	5	1200	20
1526	46071	1	39	1	19	5	1200	20
1525	46072	1	19	1	19	5	1200	20
1526	46072	1	19	1	19	5	1200	20
1525	46073	1	19	1	19	5	1200	20
1526	46073	1	19	1	19	5	1200	20
1525	46074	1	19	1	19	5	1200	20
1526	46074	1	19	1	19	5	1200	20
1525	46075	1	19	1	19	5	1200	20
1526	46075	1	19	1	19	5	1200	20
1527	46075	1	19	1	19	5	1200	20
1525	46076	1	39	1	19	5	1200	20
1526	46076	1	39	1	19	5	1200	20
1527	46076	1	39	1	19	5	1200	20
1525	46077	1	19	1	19	5	1200	20
1526	46077	1	19	1	19	5	1200	20
1527	46077	1	19	1	19	5	1200	20
1525	46078	1	19	1	19	5	1200	20
1526	46078	1	19	1	19	5	1200	20
1527	46078	1	19	1	19	5	1200	20
//Ãµ¹®ºÀ7±¼ÀÇ ±â·æ								
1538	46076	1	19	1	19	1	1800	20
//¹éµÎÃÌ - Ãµ¹®ºÀ (1535, 1536, ...1537)								
1535	46080	1	19	1	19	5	1200	20
1536	46080	1	19	1	19	5	1200	20
1535	46081	1	19	1	19	5	1200	20
1536	46081	1	19	1	19	5	1200	20
1535	46082	1	19	1	19	5	1200	20
1536	46082	1	19	1	19	5	1200	20
1535	46083	1	19	1	19	5	1200	20
1536	46083	1	19	1	19	5	1200	20
1535	46084	1	19	1	19	5	1200	20
1536	46084	1	19	1	19	5	1200	20
1535	46085	1	19	1	19	5	1200	20
1536	46085	1	19	1	19	5	1200	20
1537	46085	1	19	1	19	1	1200	20
1535	46086	1	19	1	19	5	1200	20
1536	46086	1	19	1	19	5	1200	20
1537	46086	1	19	1	19	1	1200	20
//Ãµ¹®ºÀ8, 9...								
1535	46087	1	39	1	19	5	1200	20
1536	46087	1	39	1	19	5	1200	20
1537	46087	1	39	1	19	1	1200	20
1535	46088	1	19	1	19	5	1200	20
1536	46088	1	19	1	19	5	1200	20
1537	46088	1	19	1	19	1	1200	20
1535	46089	1	19	1	19	5	1200	20
1536	46089	1	19	1	19	5	1200	20
1537	46089	1	19	1	19	1	1200	20
//¹éµÎÃÌ - ¸ÁÃµÈÄ ( 1530, 1531, .... 1532,1533)								
1530	46090	1	19	1	19	5	1200	20
1531	46090	1	19	1	19	5	1200	20
1530	46091	1	29	1	19	5	1200	20
1531	46091	1	29	1	19	5	1200	20
1530	46092	1	29	1	29	5	1200	20
1531	46092	1	29	1	29	5	1200	20
1530	46093	1	19	1	19	5	1200	20
1531	46093	1	19	1	19	5	1200	20
1530	46094	1	19	1	19	5	1200	20
1531	46094	1	19	1	19	5	1200	20
1530	46095	1	19	1	19	5	1200	20
1531	46095	1	19	1	19	5	1200	20
1532	46095	1	19	1	19	1	1200	20
1533	46095	1	19	1	19	1	1200	20
1530	46096	1	19	1	19	5	1200	20
1531	46096	1	19	1	19	5	1200	20
1532	46096	1	19	1	19	1	1200	20
1533	46096	1	19	1	19	1	1200	20
1530	46097	1	19	1	19	5	1200	20
1531	46097	1	19	1	19	5	1200	20
1532	46097	1	19	1	19	1	1200	20
1533	46097	1	19	1	19	1	1200	20
1530	46098	1	19	1	19	5	1200	20
1531	46098	1	19	1	19	5	1200	20
1532	46098	1	19	1	19	1	1200	20
1533	46098	1	19	1	19	1	1200	20
//¹éµÎÃÌ - ¹éµÎºÀ								
1540	46100	1	19	1	19	5	1200	20
1541	46100	1	19	1	19	5	1200	20
1542	46100	1	19	1	19	5	1200	20
1540	46101	1	19	1	49	5	1200	20
1541	46101	1	19	1	49	5	1200	20
1542	46101	1	19	1	49	5	1200	20
1540	46102	1	19	1	29	5	1200	20
1541	46102	1	19	1	29	5	1200	20
1542	46102	1	19	1	29	5	1200	20
1540	46103	1	19	1	19	5	1200	20
1541	46103	1	19	1	19	5	1200	20
1542	46103	1	19	1	19	5	1200	20
1540	46104	1	19	1	19	5	1200	20
1541	46104	1	19	1	19	5	1200	20
1542	46104	1	19	1	19	5	1200	20
1540	46105	1	19	1	29	5	1200	20
1541	46105	1	19	1	29	5	1200	20
1542	46105	1	19	1	29	5	1200	20
1540	46106	1	19	1	19	5	1200	20
1541	46106	1	19	1	19	5	1200	20
1542	46106	1	19	1	19	5	1200	20
1540	46107	1	19	1	49	5	1200	20
1541	46107	1	19	1	49	5	1200	20
1542	46107	1	19	1	49	5	1200	20
1540	46108	1	19	1	29	5	1200	20
1541	46108	1	19	1	29	5	1200	20
1542	46108	1	19	1	29	5	1200	20
//¹éµÎÃÌ - ¹éµÎÆøÆ÷								
1543	46111	1	19	1	39	5	1200	20
1544	46111	1	19	1	39	5	1200	20
1545	46111	1	19	1	39	5	1200	20
1543	46112	1	19	1	29	5	1200	20
1544	46112	1	19	1	29	5	1200	20
1545	46112	1	19	1	29	5	1200	20
1543	46113	1	19	1	19	5	1200	20
1544	46113	1	19	1	19	5	1200	20
1545	46113	1	19	1	19	5	1200	20
1543	46114	1	19	1	29	5	1200	20
1544	46114	1	19	1	29	5	1200	20
1545	46114	1	19	1	29	5	1200	20
1543	46115	1	19	1	19	5	1200	20
1544	46115	1	19	1	19	5	1200	20
